pl_name,hostname,default_flag,disposition,disp_refname,pl_orbper,pl_rade,pl_radj,ttv_flag,st_teff,st_rad,st_mass,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
EPIC 201775904.01,EPIC 201775904,1,CANDIDATE,Kruse et al. 2019,6.788,35.0,3.1,0.0,5284.0,1.266,0.88,4.49249,302.743,11.85,10.12,11.5585
EPIC 201779067.01,EPIC 201779067,0,FALSE POSITIVE,Montet et al. 2015,27.27048734,2.597,0.23017258,0.0,5990.87,2.564,1.1,3.66162,499.583,11.505,9.802,11.1348
EPIC 201779067.01,EPIC 201779067,1,FALSE POSITIVE,Montet et al. 2015,27.242808,93.0,8.3,0.0,5284.0,2.54,0.88,4.49249,499.583,11.505,9.802,11.1348
EPIC 201779067.01,EPIC 201779067,0,FALSE POSITIVE,Montet et al. 2015,27.24273,31.73,2.831,0.0,6166.0,0.92,0.88,4.49249,499.583,11.505,9.802,11.1348
EPIC 201779067.01,EPIC 201779067,0,FALSE POSITIVE,Montet et al. 2015,27.242912,18.8,1.67722366,0.0,5547.0,0.9,0.88,4.49249,499.583,11.505,9.802,11.1348
EPIC 201785059.01,EPIC 201785059,0,CANDIDATE,Kruse et al. 2019,1.39533316,2.597,0.23017258,0.0,3433.0,0.424658,0.419014,4.80422,87.9605,15.55,10.854,14.4385
EPIC 201785059.01,EPIC 201785059,0,CANDIDATE,Kruse et al. 2019,1.3951513,0.879,0.07841913,0.0,3390.0,0.32,0.88,4.49249,87.9605,15.55,10.854,14.4385
EPIC 201785059.01,EPIC 201785059,1,CANDIDATE,Kruse et al. 2019,1.395336,0.76,0.068,0.0,5284.0,0.28,0.88,4.49249,87.9605,15.55,10.854,14.4385
EPIC 201793642.01,EPIC 201793642,1,CANDIDATE,Kruse et al. 2019,15.3791,1.89,0.169,0.0,5284.0,0.336,0.88,4.49249,232.354,16.68,12.713,15.8642
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,33.51569,3.83,0.342,0.0,5552.0,0.71,0.88,4.49249,212.292,11.68,9.933,11.7105
EPIC 201828749.01,EPIC 201828749,1,CANDIDATE,Kruse et al. 2019,33.5116,2.89,0.258,0.0,5284.0,0.875,0.88,4.49249,212.292,11.68,9.933,11.7105
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,33.5107,2.14,0.191,0.0,5683.0,0.896,0.88,4.5,212.292,11.68,9.933,11.7105
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,33.513607,2.47313225,0.22,0.0,5628.0,0.857642,0.88,4.57,212.292,11.68,9.933,11.7105
EPIC 201828749.01,EPIC 201828749,0,CANDIDATE,Kruse et al. 2019,33.515399,2.03,0.18110447,0.0,4222.0,0.65,0.88,4.49249,212.292,11.68,9.933,11.7105
EPIC 201833600 c,K2-50,0,CONFIRMED,Heller et al. 2019,3.96165,1.48,0.132,0.0,5284.0,0.634,0.88,4.49249,257.443,14.705,11.664,14.2575
EPIC 201833600 c,K2-50,1,CONFIRMED,Heller et al. 2019,3.96151,1.0,0.08921402,0.0,5284.0,0.863,0.611,4.49249,257.443,14.705,11.664,14.2575
EPIC 201837434.01,EPIC 201837434,1,CANDIDATE,Kruse et al. 2019,6.97251,2.01,0.179,0.0,5284.0,0.6252,0.88,4.49249,239.506,14.331,11.524,14.0326
EPIC 201841433 b,EPIC 201841433,1,CONFIRMED,Heller et al. 2019,4.1698,1.04,0.09278259,0.0,5053.0,0.628461,0.802,4.595,436.488,14.983,12.454,14.5885
EPIC 201841433 b,EPIC 201841433,0,CONFIRMED,Heller et al. 2019,4.16888,1.41,0.126,0.0,5284.0,0.628,0.88,4.49249,436.488,14.983,12.454,14.5885
EPIC 201841433 b,EPIC 201841433,0,CONFIRMED,Heller et al. 2019,4.16959,1.1,0.09813543,0.0,5284.0,0.863,0.802,4.49249,436.488,14.983,12.454,14.5885
EPIC 201841433.01,EPIC 201841433,0,CANDIDATE,Kruse et al. 2019,12.339133,2.59,0.23106432,0.0,4751.0,0.73,0.88,4.49249,436.488,14.983,12.454,14.5885
EPIC 201841433.01,EPIC 201841433,1,CANDIDATE,Kruse et al. 2019,12.3389,2.11,0.188,0.0,5284.0,0.628,0.88,4.49249,436.488,14.983,12.454,14.5885
EPIC 201846824.01,EPIC 201846824,1,CANDIDATE,Kruse et al. 2019,2.89465,1.75,0.156,0.0,5284.0,0.702,0.88,4.49249,270.109,15.24,11.734,14.5976
EPIC 201856786.01,EPIC 201856786,1,CANDIDATE,Kruse et al. 2019,3.83794,1.51,0.135,0.0,5284.0,0.809,0.88,4.49249,155.4257,14.18,10.417,13.4874
EPIC 201856786.02,EPIC 201856786,1,CANDIDATE,Kruse et al. 2019,5.24086,1.46,0.13,0.0,5284.0,0.809,0.88,4.49249,155.4257,14.18,10.417,13.4874
EPIC 201892470.01,EPIC 201892470,1,CANDIDATE,Osborn et al. 2016,2790.0,12.2,1.09,0.0,5100.0,0.93,0.88,4.49249,409.502,11.568,9.89,11.5629
EPIC 201896171.01,EPIC 201896171,1,CANDIDATE,Kruse et al. 2019,8.91058,2.8,0.25,0.0,5284.0,1.028,0.88,4.49249,489.318,13.425,11.871,13.3406
EPIC 201920032.01,EPIC 201920032,0,CANDIDATE,Kruse et al. 2019,28.2692,3.35,0.299,0.0,5631.0,1.29,0.88,4.2,399.976,13.171,11.364,12.9033
EPIC 201920032.01,EPIC 201920032,0,CANDIDATE,Kruse et al. 2019,28.270642,2.79,0.24890713,0.0,5545.0,0.9,0.88,4.49249,399.976,13.171,11.364,12.9033
EPIC 201920032.01,EPIC 201920032,0,CANDIDATE,Kruse et al. 2019,28.2717,2.597,0.23017258,0.0,5564.0,1.02594,0.98,4.40705,399.976,13.171,11.364,12.9033
EPIC 201920032.01,EPIC 201920032,0,CANDIDATE,Kruse et al. 2019,28.271761,2.7100633,0.24,0.0,5548.0,0.933556,0.88,4.42,399.976,13.171,11.364,12.9033
EPIC 201920032.01,EPIC 201920032,1,CANDIDATE,Kruse et al. 2019,28.2671,2.94,0.262,0.0,5284.0,1.028,0.88,4.49249,399.976,13.171,11.364,12.9033
EPIC 201920032.02,EPIC 201920032,1,CANDIDATE,Kruse et al. 2019,4.73172,1.7,0.15,0.0,5284.0,1.028,0.88,4.49249,399.976,13.171,11.364,12.9033
EPIC 201923289.01,EPIC 201923289,0,CANDIDATE,Kruse et al. 2019,0.78214992,1.29,0.11508609,0.0,5144.0,0.79,0.88,4.49249,442.991,13.809,11.87,13.6711
EPIC 201923289.01,EPIC 201923289,1,CANDIDATE,Kruse et al. 2019,0.782022,1.58,0.141,0.0,5284.0,0.94,0.88,4.49249,442.991,13.809,11.87,13.6711
EPIC 201925324.01,EPIC 201925324,1,CANDIDATE,Kruse et al. 2019,15.4769,2.89,0.258,0.0,5284.0,0.66,0.88,4.49249,357.007,15.217,12.255,14.929
EPIC 201927336.01,EPIC 201927336,1,CANDIDATE,Kruse et al. 2019,6.45027,2.29,0.204,0.0,5284.0,0.894,0.88,4.49249,365.788,13.302,11.482,13.0886
EPIC 201927336.01,EPIC 201927336,0,CANDIDATE,Kruse et al. 2019,6.4498648,2.63,0.23463288,0.0,5395.0,0.85,0.88,4.49249,365.788,13.302,11.482,13.0886
EPIC 201928106.01,EPIC 201928106,1,FALSE POSITIVE,Crossfield et al. 2016,1.19478,1.65,0.147,0.0,3671.0,0.235,0.88,5.053,303.404,18.19,13.124,16.6373
EPIC 201929294.01,EPIC 201929294,1,FALSE POSITIVE,Montet et al. 2015,6.788,2.597,0.23017258,0.0,4786.0,0.7,0.88,4.49249,2140.25,13.36,10.798,13.0277
EPIC 202059377.01,EPIC 202059377,0,FALSE POSITIVE,Crossfield et al. 2016,1.5771832,33.4,2.97974842,0.0,8210.0,1.94,0.88,4.49249,273.796,8.718,8.422,12.6702
EPIC 202059377.01,EPIC 202059377,1,FALSE POSITIVE,Crossfield et al. 2016,1.57753,26.0,2.3,0.0,7747.0,1.93,0.88,4.08,273.796,8.718,8.422,12.6702
EPIC 202060800.01,EPIC 202060800,1,CANDIDATE,Kruse et al. 2019,3.262038,2.597,0.23017258,0.0,10318.0,5.27397,0.88,4.49249,2085.72,11.528,10.828,11.3231
EPIC 202062450.01,EPIC 202062450,1,CANDIDATE,Kruse et al. 2019,4.4654,45.0,4.0,0.0,5284.0,2.3,0.88,4.49249,917.554,11.4765,11.046,11.4234
EPIC 202064253.01,EPIC 202064253,1,CANDIDATE,Vanderburg et al. 2016,21.140574,31.5,2.81024177,0.0,6205.0,1.29,0.88,4.49249,1800.02,12.325,11.148,12.305
EPIC 202065819.01,EPIC 202065819,1,CANDIDATE,Kruse et al. 2019,5.74372,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,6091.77,12.428,11.792,12.4653
EPIC 202066192.01,EPIC 202066192,1,CANDIDATE,Vanderburg et al. 2016,3.2923818,19.6,1.74859488,0.0,7824.0,1.87,0.88,4.49249,4958.48,14.856,14.341,14.7765
EPIC 202066537.01,EPIC 202066537,0,CANDIDATE,Kruse et al. 2019,6.90487,53.0,4.7,0.0,6599.0,1.45,0.88,4.241,2183.17,14.573,13.578,12.6702
EPIC 202066537.01,EPIC 202066537,0,CANDIDATE,Kruse et al. 2019,6.9055211,33.6,2.99759122,0.0,6722.0,1.89,0.88,4.49249,2183.17,14.573,13.578,12.6702
EPIC 202066537.01,EPIC 202066537,1,CANDIDATE,Kruse et al. 2019,6.905053,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,2183.17,14.573,13.578,12.6702
EPIC 202066811.01,EPIC 202066811,1,CANDIDATE,Kruse et al. 2019,1.696374,35.3,3.15,0.0,5284.0,1.793,0.88,4.49249,2257.74,14.449,13.635,14.4233
EPIC 202071289.01,EPIC 202071289,0,CANDIDATE,Kruse et al. 2019,3.0459383,19.0,1.69506646,0.0,5529.0,0.89,0.88,4.49249,264.567,11.548,9.259,10.8766
EPIC 202071289.01,EPIC 202071289,1,CANDIDATE,Kruse et al. 2019,3.046136,76.0,6.8,0.0,5284.0,1.698,0.88,4.49249,264.567,11.548,9.259,10.8766
EPIC 202071289.01,EPIC 202071289,0,CANDIDATE,Kruse et al. 2019,3.04622,29.0,2.6,0.0,5529.0,0.89,0.88,4.5,264.567,11.548,9.259,10.8766
EPIC 202071401.01,EPIC 202071401,1,CANDIDATE,Kruse et al. 2019,3.23792,2.597,0.23017258,0.0,4500.0,0.639668,0.707,4.67558,127.188,12.719,10.107,12.5582
EPIC 202071401.01,EPIC 202071401,0,CANDIDATE,Kruse et al. 2019,3.238542,1.67,0.14898742,0.0,4446.0,0.69,0.88,4.49249,127.188,12.719,10.107,12.5582
EPIC 202071401.01,EPIC 202071401,0,CANDIDATE,Kruse et al. 2019,3.2367,1.58,0.141,0.0,4863.0,0.74,0.88,4.597,127.188,12.719,10.107,12.5582
EPIC 202071635.01,EPIC 202071635,1,CANDIDATE,Vanderburg et al. 2016,6.2719092,60.0,5.35284147,0.0,7254.0,1.81,0.88,4.49249,2668.14,10.347,9.539,10.1789
EPIC 202071645.01,EPIC 202071645,1,FALSE POSITIVE,Crossfield et al. 2016,23.7782,98.0,8.7,0.0,7498.0,2.09,0.88,4.03,401.292,10.411,9.856,10.4274
EPIC 202071725.01,EPIC 202071725,1,CANDIDATE,Kruse et al. 2019,1.42636,6.66,0.594,0.0,5284.0,4.28,0.88,4.49249,1062.67,10.509,9.787,10.402
EPIC 202072596.01,EPIC 202072596,1,CANDIDATE,Vanderburg et al. 2016,3.979287,37.5,3.34552592,0.0,7430.0,1.84,0.88,4.49249,713.075,11.372,10.73,11.5166
EPIC 202072965.01,EPIC 202072965,1,CANDIDATE,Vanderburg et al. 2016,2.1417519,86.2,7.69024891,0.0,6492.0,1.59,0.88,4.49249,471.459,10.311,9.331,10.3219
EPIC 202084970.01,EPIC 202084970,1,CANDIDATE,Kruse et al. 2019,2.86136,2.597,0.23017258,0.0,3697.0,0.50129,0.499329,4.73628,161.444,15.597,11.676,14.8633
EPIC 202085553.01,EPIC 202085553,1,CANDIDATE,Kruse et al. 2019,3.10622,2.597,0.23017258,0.0,3636.0,0.501135,0.499177,4.73641,182.319,16.07,11.941,15.2193
EPIC 202085597.01,EPIC 202085597,1,CANDIDATE,Kruse et al. 2019,1.814553,2.597,0.23017258,0.0,4618.0,10.0566,0.88,4.49249,3901.1,15.697,11.726,15.0307
EPIC 202085698.01,EPIC 202085698,1,CANDIDATE,Kruse et al. 2019,17.1541,2.597,0.23017258,0.0,4930.0,16.1325,0.88,4.49249,6475.27,15.619,11.795,15.1318
EPIC 202085934.01,EPIC 202085934,1,CANDIDATE,Kruse et al. 2019,12.1507,1.48,0.132,0.0,5284.0,0.83,0.88,4.49249,138.859,11.28,9.646,11.4122
EPIC 202086291.01,EPIC 202086291,1,CANDIDATE,Vanderburg et al. 2016,2.4343734,61.4,5.4777411,0.0,5568.0,0.9,0.88,4.49249,701.156,12.248,10.6,12.0965
EPIC 202086968.01,EPIC 202086968,1,CANDIDATE,Vanderburg et al. 2016,1.8490876,17.3,1.54340262,0.0,5693.0,0.96,0.88,4.49249,502.407,12.376,10.83,12.3617
EPIC 202088212.01,EPIC 202088212,0,CANDIDATE,Kruse et al. 2019,2.62077,58.0,5.2,0.0,6302.0,1.4,0.88,4.23,419.286,11.512,10.201,11.4672
EPIC 202088212.01,EPIC 202088212,1,CANDIDATE,Kruse et al. 2019,2.620799,37.0,3.3,0.0,5284.0,1.725,0.88,4.49249,419.286,11.512,10.201,11.4672
EPIC 202088212.01,EPIC 202088212,0,CANDIDATE,Kruse et al. 2019,2.620724,11.7,1.04380409,0.0,6013.0,1.14,0.88,4.49249,419.286,11.512,10.201,11.4672
EPIC 202089657.01,EPIC 202089657,0,CANDIDATE,Mayo et al. 2018,1.3144014,2.78,0.24801499,0.0,6137.0,1.23,0.88,4.49249,391.428,11.706,10.266,11.5156
EPIC 202089657.01,EPIC 202089657,1,CANDIDATE,Mayo et al. 2018,1.314437,3.09990986,0.28,0.0,6009.0,1.472064,0.88,4.09,391.428,11.706,10.266,11.5156
EPIC 202090152.01,EPIC 202090152,1,CANDIDATE,Vanderburg et al. 2016,4.8045244,3.62,0.32295477,0.0,6187.0,1.28,0.88,4.49249,704.55,11.782,10.117,11.3269
EPIC 202090723.01,EPIC 202090723,1,CANDIDATE,Kruse et al. 2019,6.14818,2.597,0.23017258,0.0,6591.31,2.29043,0.88,4.49249,367.29,11.554,9.697,12.6702
EPIC 202090737.01,EPIC 202090737,1,CANDIDATE,Kruse et al. 2019,1.49761,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,287.802,11.857,9.874,12.6702
EPIC 202091388.01,EPIC 202091388,0,CANDIDATE,Kruse et al. 2019,6.479656,3.33165021,0.3,0.0,5586.0,0.921539,0.88,4.5,433.512,13.492,11.826,13.3578
EPIC 202091388.01,EPIC 202091388,1,CANDIDATE,Kruse et al. 2019,6.48167,3.46,0.309,0.0,5284.0,0.922,0.88,4.49249,433.512,13.492,11.826,13.3578
EPIC 202091388.01,EPIC 202091388,0,CANDIDATE,Kruse et al. 2019,6.4804111,3.39,0.30243554,0.0,5537.0,0.89,0.88,4.49249,433.512,13.492,11.826,13.3578
EPIC 202092480.01,EPIC 202092480,1,CANDIDATE,Vanderburg et al. 2016,2.8445331,65.3,5.8256758,0.0,6045.0,1.16,0.88,4.49249,304.179,10.605,9.332,10.5671
EPIC 202092559.01,EPIC 202092559,1,CANDIDATE,Kruse et al. 2019,0.6687,2.22,0.198,0.0,5284.0,1.942,0.88,4.49249,236.832,9.99,8.722,9.88677
EPIC 202092782.01,EPIC 202092782,1,CANDIDATE,Kruse et al. 2019,13.3461,42.0,3.7,0.0,5284.0,2.575,0.88,4.49249,724.25,11.361,10.394,11.5014
EPIC 202093020.01,EPIC 202093020,1,CANDIDATE,Kruse et al. 2019,4.13737,24.5,2.19,0.0,5284.0,1.03,0.88,4.49249,680.973,14.751,12.208,14.4841
EPIC 202093020.01,EPIC 202093020,0,CANDIDATE,Kruse et al. 2019,4.1376047,7.33,0.6539388,0.0,4581.0,0.7,0.88,4.49249,680.973,14.751,12.208,14.4841
EPIC 202093968.01,EPIC 202093968,1,CANDIDATE,Kruse et al. 2019,2.469851,6.6,0.59,0.0,5284.0,1.479,0.88,4.49249,252.6583,10.158,8.935,12.6702
EPIC 202094740.01,EPIC 202094740,0,CANDIDATE,Kruse et al. 2019,0.689647,6.58,0.587,0.0,6481.0,1.08,0.88,4.0,459.014,11.534,10.421,11.4997
EPIC 202094740.01,EPIC 202094740,1,CANDIDATE,Kruse et al. 2019,0.690458,2.597,0.23017258,0.0,6912.12,1.50882,0.88,4.49249,459.014,11.534,10.421,11.4997
EPIC 202126847.01,EPIC 202126847,1,CANDIDATE,Vanderburg et al. 2016,4.1687922,16.1,1.43634579,0.0,6005.0,1.14,0.88,4.49249,337.891,12.369,11.031,12.3758
EPIC 202126853.01,EPIC 202126853,1,CANDIDATE,Kruse et al. 2019,21.17051,81.0,7.2,0.0,5284.0,2.536,0.88,4.49249,764.195,11.952,10.517,11.7238
EPIC 202126884.01,EPIC 202126884,0,CANDIDATE,Kruse et al. 2019,5.31937553733,19.66846395,1.75470584,0.0,6350.0,2.36934,0.88,3.78918,835.907,12.334,10.884,12.179
EPIC 202126884.01,EPIC 202126884,1,CANDIDATE,Kruse et al. 2019,5.319075,20.0,2.0,0.0,5284.0,2.28,0.88,4.49249,835.907,12.334,10.884,12.179
EPIC 202126887.01,EPIC 202126887,0,FALSE POSITIVE,Crossfield et al. 2016,12.866539,22.3,1.98947275,0.0,6066.0,1.18,0.88,4.49249,760.324,13.12,11.629,12.9556
EPIC 202126887.01,EPIC 202126887,0,FALSE POSITIVE,Crossfield et al. 2016,12.86772,71.0,6.3,0.0,6861.0,1.79,0.88,4.11,760.324,13.12,11.629,12.9556
EPIC 202126887.01,EPIC 202126887,1,FALSE POSITIVE,Crossfield et al. 2016,12.866412,61.0,5.4,0.0,5284.0,1.642,0.88,4.49249,760.324,13.12,11.629,12.9556
EPIC 202126888.01,EPIC 202126888,1,FALSE POSITIVE,Crossfield et al. 2016,1.84617,2.14,0.191,0.0,3252.0,0.21,0.88,5.08,1120.21,13.601,12.223,13.4593
EPIC 202126888.01,EPIC 202126888,0,FALSE POSITIVE,Crossfield et al. 2016,1.8461222,19.5,1.73967348,0.0,7536.0,1.82,0.88,4.49249,1120.21,13.601,12.223,13.4593
EPIC 202137637.01,EPIC 202137637,1,CANDIDATE,Kruse et al. 2019,6.6223,2.597,0.23017258,0.0,5000.0,5.54598,0.88,4.49249,3649.9,15.724,12.662,15.5167
EPIC 202139294.01,EPIC 202139294,1,CANDIDATE,Kruse et al. 2019,0.5217136,452.0,40.3,0.0,5284.0,11.27,0.88,4.49249,1383.32,11.76,8.832,11.4542
EPIC 202565282.01,EPIC 202565282,1,CANDIDATE,Crossfield et al. 2016,11.97495,256.0,22.8,0.0,5200.0,3.4,0.88,3.32,1565.84,16.398,11.899,15.429
EPIC 202565282.01,EPIC 202565282,0,CANDIDATE,Crossfield et al. 2016,11.975818,8.43,0.75207423,0.0,3320.0,0.28,0.88,4.49249,1565.84,16.398,11.899,15.429
EPIC 202600948.01,EPIC 202600948,1,CANDIDATE,Kruse et al. 2019,5.9895,2.04,0.182,0.0,5284.0,1.03,0.88,4.49249,144.192,10.435,9.004,10.303
EPIC 202634963.01,EPIC 202634963,1,CANDIDATE,Vanderburg et al. 2016,28.707623,21.2,1.89133732,0.0,5838.0,1.03,0.88,4.49249,603.858,12.362,10.749,12.1514
EPIC 202675839.01,EPIC 202675839,0,CANDIDATE,Mayo et al. 2018,15.465691,4.13,0.36845392,0.0,4989.0,0.76,0.88,4.49249,427.205,12.663,10.49,12.4043
EPIC 202675839.01,EPIC 202675839,0,CANDIDATE,Mayo et al. 2018,15.4715,9.2,0.82,0.0,5791.0,1.89,0.88,4.005,427.205,12.663,10.49,12.4043
EPIC 202675839.01,EPIC 202675839,1,CANDIDATE,Mayo et al. 2018,15.466674,16.12109089,1.44,0.0,5807.0,1.231429,0.88,4.25,427.205,12.663,10.49,12.4043
EPIC 202688980.01,EPIC 202688980,0,CANDIDATE,Kruse et al. 2019,1.4556637,2.597,0.23017258,0.0,6520.0,1.84406,1.341,4.03395,462.95,12.074,10.232,11.7989
EPIC 202688980.01,EPIC 202688980,1,CANDIDATE,Kruse et al. 2019,1.45556515,71.0,6.3,0.0,5284.0,2.043,0.88,4.49249,462.95,12.074,10.232,11.7989
EPIC 202710713.01,EPIC 202710713,0,CANDIDATE,Kruse et al. 2019,3.3262396,1.16,0.10348827,0.0,3404.0,0.33,0.88,4.49249,4791.68,13.093,8.366,12.1804
EPIC 202710713.01,EPIC 202710713,0,CANDIDATE,Kruse et al. 2019,3.32592848,2.597,0.23017258,0.0,4017.0,60.6949,0.88,4.49249,4791.68,13.093,8.366,12.1804
EPIC 202710713.01,EPIC 202710713,1,CANDIDATE,Kruse et al. 2019,3.3255,1080.0,96.4,0.0,5284.0,85.0,0.88,4.49249,4791.68,13.093,8.366,12.1804
EPIC 202774883.01,EPIC 202774883,1,CANDIDATE,Kruse et al. 2019,13.1426,200.0,20.0,0.0,5284.0,13.9,0.88,4.49249,3363.81,16.545,11.917,15.8068
EPIC 202821899.01,EPIC 202821899,0,CANDIDATE,Kruse et al. 2019,4.4743465,3.06,0.27299491,0.0,5248.0,0.81,0.88,4.49249,696.124,13.18,10.805,12.7788
EPIC 202821899.01,EPIC 202821899,0,CANDIDATE,Kruse et al. 2019,4.474513,8.16881084,0.73,0.0,6081.0,2.221057,0.88,3.88,696.124,13.18,10.805,12.7788
EPIC 202821899.01,EPIC 202821899,1,CANDIDATE,Kruse et al. 2019,4.47471,22.0,2.0,0.0,5284.0,2.486,0.88,4.49249,696.124,13.18,10.805,12.7788
EPIC 202843107.01,EPIC 202843107,1,CANDIDATE,Vanderburg et al. 2016,2.1989041,46.6,4.15737354,0.0,4938.0,0.75,0.88,4.49249,264.78,12.386,9.878,13.3907
EPIC 202893157.01,EPIC 202893157,1,CANDIDATE,Vanderburg et al. 2016,4.1657292,1.86,0.16593809,0.0,3442.0,0.36,0.88,4.49249,9319.51,15.401,10.369,14.3752
EPIC 202963882.01,EPIC 202963882,1,FALSE POSITIVE,Rizzuto et al. 2017,0.6308,2.597,0.23017258,0.0,5284.0,0.863,0.88,4.49249,264.78,15.469,9.623,12.6702
EPIC 202971774.01,EPIC 202971774,1,CANDIDATE,Kruse et al. 2019,0.2358684,6.1,0.54,0.0,5284.0,1.792,0.88,4.49249,349.365,13.334,10.046,12.5286
EPIC 203042994.01,EPIC 203042994,1,CANDIDATE,Kruse et al. 2019,12.99109,43.0,3.8,0.0,5284.0,4.5,0.88,4.49249,264.78,16.257,11.903,15.4797
EPIC 203070421.01,EPIC 203070421,1,CANDIDATE,Vanderburg et al. 2016,1.7359447,1.89,0.16861451,0.0,5354.0,0.84,0.88,4.49249,880.659,12.779,10.862,12.4966
EPIC 203099398.01,EPIC 203099398,0,CANDIDATE,Kruse et al. 2019,1.8389349,0.837,0.07467214,0.0,3930.0,0.58,0.88,4.49249,35.4342,11.189,7.637,10.6678
EPIC 203099398.01,EPIC 203099398,1,CANDIDATE,Kruse et al. 2019,1.83916,0.62,0.055,0.0,5284.0,0.48,0.88,4.49249,35.4342,11.189,7.637,10.6678
EPIC 203139512.01,EPIC 203139512,1,CANDIDATE,Kruse et al. 2019,2.032664,1.92,0.171,0.0,5284.0,0.535,0.88,4.49249,111.941,15.459,10.992,14.3506
EPIC 203139512.02,EPIC 203139512,1,CANDIDATE,Kruse et al. 2019,6.11706,1.76,0.157,0.0,5284.0,0.535,0.88,4.49249,111.941,15.459,10.992,14.3506
EPIC 203294831.01,EPIC 203294831,1,CANDIDATE,Barros et al. 2016,1.85872487,2.597,0.23017258,0.0,6015.0,2.01889,1.11,3.87316,601.432,11.828,10.586,12.0994
EPIC 203294831.01,EPIC 203294831,0,CANDIDATE,Barros et al. 2016,1.8590179,30.5,2.72102775,0.0,6244.0,1.33,0.88,4.49249,601.432,11.828,10.586,12.0994
EPIC 203294831.01,EPIC 203294831,0,CANDIDATE,Barros et al. 2016,1.859017,64.0,5.7,0.0,6842.0,2.03,0.88,4.01,601.432,11.828,10.586,12.0994
EPIC 203311200.01,EPIC 203311200,0,CANDIDATE,Kruse et al. 2019,540.0,5.7,0.51,0.0,5200.0,0.94,0.88,4.49249,511.443,11.877,10.324,11.5903
EPIC 203311200.01,EPIC 203311200,1,CANDIDATE,Kruse et al. 2019,6.788,12.81,1.143,0.0,5284.0,1.947,0.88,4.49249,511.443,11.877,10.324,11.5903
EPIC 203476597.01,EPIC 203476597,1,FALSE POSITIVE,Rizzuto et al. 2017,1.4408,2.597,0.23017258,0.0,4154.0,1.58859,0.88,4.49249,157.614,12.892,8.535,12.0723
EPIC 203485624.01,EPIC 203485624,1,FALSE POSITIVE,Crossfield et al. 2016,0.841202,82.0,7.3,0.0,6237.0,2.31,0.88,3.85,523.657,12.949,9.828,12.2881
EPIC 203518244.01,EPIC 203518244,1,CANDIDATE,Vanderburg et al. 2016,0.8411257,0.884,0.0788652,0.0,4289.0,0.66,0.88,4.49249,676.494,13.855,10.645,13.2366
EPIC 203533312.01,EPIC 203533312,1,CANDIDATE,Adams et al. 2016,0.17566,3.11,0.277,0.0,6620.0,1.15,0.88,4.19,555.171,12.711,9.847,12.1885
EPIC 203560204.01,EPIC 203560204,1,CANDIDATE,Barros et al. 2016,29.33873041,2.597,0.23017258,0.0,3171.0,0.528528,0.525532,4.71253,148.374,12.977,11.328,15.3988
EPIC 203581469.01,EPIC 203581469,1,FALSE POSITIVE,Crossfield et al. 2016,22.7984,9.0,0.8,0.0,6195.0,1.37,0.88,4.18,264.78,15.035,11.469,14.4889
EPIC 203616858.01,EPIC 203616858,1,CANDIDATE,Kruse et al. 2019,1.68027,2.9,0.26,0.0,5284.0,1.275,0.88,4.49249,247.386,11.713,9.787,11.4576
EPIC 203623230.01,EPIC 203623230,1,CANDIDATE,Barros et al. 2016,2.54427583,2.597,0.23017258,0.0,8188.0,3.23826,2.003,3.71913,354.001,8.641,8.061,8.6024
EPIC 203633064.01,EPIC 203633064,1,CANDIDATE,Kruse et al. 2019,0.7099504,80.0,7.0,0.0,5284.0,2.065,0.88,4.49249,685.821,12.611,10.847,12.3351
EPIC 203692610.01,EPIC 203692610,1,FALSE POSITIVE,Rizzuto et al. 2017,1.8204,2.597,0.23017258,0.0,3112.0,0.5139,0.511624,4.72526,161.737,12.977,11.603,15.8035
EPIC 203710387.01,EPIC 203710387,0,FALSE POSITIVE,Rizzuto et al. 2017,1.404411,99.0,8.8,0.0,6933.0,2.02,0.88,4.02,166.168,12.977,11.907,16.6459
EPIC 203710387.01,EPIC 203710387,1,FALSE POSITIVE,Rizzuto et al. 2017,2.809,2.597,0.23017258,0.0,2901.0,0.474383,0.472176,4.75991,166.168,12.977,11.907,16.6459
EPIC 203710387.01,EPIC 203710387,0,FALSE POSITIVE,Rizzuto et al. 2017,1.4044283,3.66,0.32652333,0.0,2721.0,0.12,0.88,4.49249,166.168,12.977,11.907,16.6459
EPIC 203753577.01,EPIC 203753577,1,CANDIDATE,Kruse et al. 2019,3.400858,14.1,1.26,0.0,5284.0,0.983,0.88,4.49249,279.968,11.201,9.477,10.975
EPIC 203753577.01,EPIC 203753577,0,CANDIDATE,Kruse et al. 2019,3.4007758,5.57,0.49692212,0.0,5520.0,0.89,0.88,4.49249,279.968,11.201,9.477,10.975
EPIC 203771098.03,K2-24,1,CANDIDATE,Kruse et al. 2019,6.788,7.51,0.67,0.0,5284.0,1.249,0.88,4.49249,170.562,11.275,9.18,10.9072
